   165    0.47313E+04   -0.42210E+02    0.78662E-06   -0.42210E+02    0.92611E+00    0.71723E-08    0.78662E-06    0.71723E-08    0.25447E-11
   166    0.47594E+04   -0.41867E+02    0.77339E-06   -0.41867E+02    0.91647E+00    0.63244E-08    0.77339E-06    0.63244E-08    0.25000E-11
   167    0.47874E+04   -0.41499E+02    0.76048E-06   -0.41499E+02    0.90646E+00    0.54746E-08    0.76048E-06    0.54746E-08    0.24564E-11
   168    0.48148E+04   -0.41104E+02    0.74785E-06   -0.41104E+02    0.89644E+00    0.46313E-08    0.74785E-06    0.46313E-08    0.24138E-11
   169    0.48420E+04   -0.40681E+02    0.73548E-06   -0.40681E+02    0.88613E+00    0.38033E-08    0.73548E-06    0.38033E-08    0.23722E-11
   170    0.48689E+04   -0.40233E+02    0.72337E-06   -0.40233E+02    0.87573E+00    0.29990E-08    0.72337E-06    0.29990E-08    0.23314E-11
   171    0.48953E+04   -0.39757E+02    0.71150E-06   -0.39757E+02    0.86525E+00    0.22270E-08    0.71150E-06    0.22270E-08    0.22916E-11
   172    0.49214E+04   -0.39255E+02    0.69984E-06   -0.39255E+02    0.85460E+00    0.14960E-08    0.69984E-06    0.14960E-08    0.22527E-11
   173    0.49470E+04   -0.38727E+02    0.68837E-06   -0.38727E+02    0.84379E+00    0.81458E-09    0.68837E-06    0.81458E-09    0.22146E-11
   174    0.49723E+04   -0.38172E+02    0.67708E-06   -0.38172E+02    0.83311E+00    0.19126E-09    0.67708E-06    0.19126E-09    0.21773E-11
   175    0.49972E+04   -0.37590E+02    0.66595E-06   -0.37590E+02    0.82225E+00   -0.36534E-09    0.66595E-06   -0.36534E-09    0.21408E-11
   176    0.50216E+04   -0.36980E+02    0.65497E-06   -0.36980E+02    0.81145E+00   -0.84866E-09    0.65497E-06   -0.84866E-09    0.21051E-11
   177    0.50456E+04   -0.36346E+02    0.64413E-06   -0.36346E+02    0.80063E+00   -0.12603E-08    0.64413E-06   -0.12603E-08    0.20701E-11
   178    0.50692E+04   -0.35684E+02    0.63343E-06   -0.35684E+02    0.79000E+00   -0.16039E-08    0.63343E-06   -0.16039E-08    0.20358E-11
   179    0.50923E+04   -0.34995E+02    0.62287E-06   -0.34995E+02    0.77929E+00   -0.18831E-08    0.62287E-06   -0.18831E-08    0.20023E-11
   180    0.51151E+04   -0.34280E+02    0.61245E-06   -0.34280E+02    0.76870E+00   -0.21015E-08    0.61245E-06   -0.21015E-08    0.19694E-11
   181    0.51375E+04   -0.33540E+02    0.60218E-06   -0.33540E+02    0.75825E+00   -0.22628E-08    0.60218E-06   -0.22628E-08    0.19372E-11
